Year,Mileage_km,Engine_CC,Horsepower,Num_Owners,Doors,Seats,Service_History,Accidents_Reported,Insurance_Valid,Brand,Fuel_Type,Transmission,Body_Type,Condition,Price_USD
2010,159075.0,2000,160,2,4,8,1,0,0,Toyota,Diesel,Automatic,Hatchback,Poor,500.0
2016,134836.0,1600,156,2,4,6,1,0,1,BMW,Diesel,Automatic,Sedan,Fair,6210.92
2020,38537.0,1800,126,3,4,5,1,0,1,Hyundai,Electric,Manual,Sedan,Good,8532.35
2022,46246.0,3000,261,2,4,5,0,0,0,Hyundai,Petrol,Manual,Truck,Good,10860.5
2016,93320.0,2500,202,1,4,5,1,0,0,Toyota,Diesel,Automatic,Hatchback,Good,7737.25
2006,196960.0,1200,86,1,2,5,0,0,1,Toyota,Diesel,Automatic,SUV,Fair,500.0
2011,162378.0,2500,214,4,5,7,1,0,1,Toyota,Petrol,Automatic,Van,Good,6686.71
2013,157492.0,1600,156,2,4,5,1,0,1,Volkswagen,Petrol,Automatic,Coupe,New,6859.35
2022,17673.0,1600,138,1,5,8,1,0,1,Toyota,Diesel,Manual,Van,Good,10328.81
2013,152641.0,2000,162,4,4,5,0,0,0,Audi,Petrol,Automatic,Truck,Fair,6348.58
2012,167443.0,3500,272,1,4,5,1,0,0,Nissan,Petrol,Manual,Van,Good,4744.54
2005,220925.0,1200,98,2,4,7,1,0,1,Honda,Diesel,Manual,Coupe,New,4098.3
2009,188584.0,2000,146,1,4,5,1,0,1,Audi,Hybrid,Manual,SUV,Good,7282.99
2020,83656.0,1500,120,4,4,6,1,0,1,Audi,Petrol,Manual,SUV,Fair,8641.02
2018,93759.0,1600,132,3,4,7,0,0,1,Honda,Petrol,Automatic,Sedan,Fair,1883.78
2017,92078.0,2500,172,2,4,5,0,1,1,BMW,Petrol,Automatic,Hatchback,Good,10776.84
2015,126229.0,1800,170,4,4,5,0,0,1,Audi,Petrol,Automatic,Sedan,Fair,6235.28
2017,85721.0,1200,81,4,4,5,1,0,1,Audi,Petrol,Automatic,Hatchback,Like New,8970.65
2019,88705.0,1800,147,3,4,5,0,0,1,Volkswagen,Hybrid,Automatic,Truck,Like New,13693.1
2020,76699.0,2000,174,4,4,6,1,0,0,Mercedes,Electric,Manual,Sedan,Like New,24700.48
2017,97814.0,1800,169,3,2,5,1,0,1,Toyota,Petrol,Automatic,Sedan,Good,9339.84
2012,159461.0,1500,113,2,5,6,1,0,1,Honda,Petrol,Automatic,SUV,Good,5389.12
2022,21018.0,1600,95,2,4,7,0,0,1,BMW,Petrol,Automatic,Hatchback,Good,12367.2
2023,3719.0,3000,266,1,4,6,1,0,1,Audi,Diesel,Manual,SUV,Good,21799.21
2019,66351.0,2000,147,1,2,6,1,0,1,BMW,Electric,Manual,Sedan,Good,14432.82
2014,130689.0,2000,172,3,4,5,1,0,1,Mercedes,Petrol,Manual,Hatchback,Good,9803.7
2008,219939.0,2000,172,1,2,5,0,0,1,Toyota,Petrol,Manual,Hatchback,Poor,500.0
2010,193836.0,1200,60,2,4,8,1,2,1,Mercedes,Hybrid,Manual,Van,New,6889.89
2012,158772.0,1800,125,1,2,5,1,0,0,Honda,Diesel,Manual,Truck,Good,2488.74
2011,185858.0,1600,126,2,4,7,0,0,0,Audi,Diesel,Manual,SUV,Poor,3205.12
2016,93848.0,1200,61,1,4,5,0,1,1,Nissan,Electric,Manual,Van,Poor,500.0
2022,52160.0,1500,104,3,4,5,1,3,0,Nissan,Diesel,Automatic,Truck,Fair,2109.99
2022,24144.0,2000,168,5,3,5,1,1,0,Audi,Petrol,Manual,Van,Like New,18532.08
2023,42595.0,1500,123,4,3,5,0,2,1,Mercedes,Diesel,Automatic,SUV,Fair,8351.99
2008,203800.0,1500,129,2,4,5,1,0,0,Volkswagen,Diesel,Automatic,SUV,New,5820.6
2005,210026.0,1500,131,5,4,5,0,0,0,Nissan,Electric,Automatic,Hatchback,New,4771.31
2009,202952.0,1000,60,2,4,5,0,0,1,Hyundai,Electric,Automatic,Hatchback,New,3224.77
2011,180143.0,1600,114,2,2,5,1,1,1,Nissan,Petrol,Automatic,Coupe,Good,3509.72
2015,113151.0,2000,178,1,4,5,1,0,1,Volkswagen,Petrol,Automatic,Sedan,Good,7674.96
2015,114431.0,1000,106,4,4,5,1,0,1,Audi,Diesel,Automatic,Truck,Like New,12575.35
2014,129607.0,1200,85,1,4,7,1,0,1,BMW,Hybrid,Automatic,Coupe,Good,7174.26
2011,139123.0,2000,170,2,5,8,1,1,0,Nissan,Petrol,Manual,Truck,Good,3230.84
2020,24529.0,1800,162,3,4,5,0,1,0,BMW,Diesel,Manual,Truck,Poor,4443.16
2005,259524.0,2000,170,2,4,5,1,0,1,Kia,Petrol,Manual,Sedan,Good,1367.36
2005,227639.0,1500,121,1,4,5,1,0,1,Mercedes,Hybrid,Manual,Truck,Good,3978.69
2016,135829.0,2500,198,2,4,5,1,0,0,BMW,Electric,Automatic,Truck,Like New,18177.25
2020,80556.0,1600,163,3,4,5,1,0,1,Honda,Diesel,Automatic,Van,New,15338.87
2009,215508.0,1800,151,1,5,5,0,0,1,Honda,Diesel,Automatic,Hatchback,Good,2855.83
2018,74246.0,1200,105,3,4,5,1,1,0,BMW,Diesel,Manual,Hatchback,Like New,13363.31
2022,11874.0,1500,129,4,4,5,0,1,0,Nissan,Hybrid,Automatic,Hatchback,Poor,2056.91
2013,127697.0,2000,154,5,4,5,1,0,0,Volkswagen,Hybrid,Automatic,Sedan,New,11018.7
2006,221303.0,1500,125,2,4,5,1,0,1,Volkswagen,Diesel,Manual,Hatchback,Poor,960.99
2016,72402.0,1200,95,1,4,7,1,0,0,Kia,Petrol,Automatic,Coupe,New,9806.46
2014,124869.0,1800,144,2,2,6,0,0,1,BMW,Diesel,Manual,Coupe,Good,8637.66
2006,224975.0,1800,154,2,5,4,1,0,1,Kia,Diesel,Manual,Coupe,Fair,949.37
2019,52584.0,1800,136,4,4,5,1,0,0,Audi,Diesel,Automatic,Sedan,Good,11400.04
2008,188393.0,1800,131,4,4,5,1,0,1,Volkswagen,Electric,Manual,SUV,Good,4186.42
2023,20691.0,1800,157,4,5,4,1,0,1,Mercedes,Diesel,Manual,SUV,Like New,22988.94
2008,209344.0,1600,125,2,5,5,1,1,1,Ford,Diesel,Automatic,Coupe,Good,3076.16
2013,130638.0,3000,244,2,4,5,1,0,1,Honda,Electric,Manual,SUV,Like New,10132.46
2017,100384.0,1800,121,1,4,5,1,1,0,BMW,Petrol,Automatic,Truck,Like New,9531.54
2014,134053.0,1800,164,1,4,5,1,0,1,Audi,Diesel,Automatic,Sedan,Fair,5715.03
2018,84703.0,1500,132,4,4,5,1,0,1,Nissan,Petrol,Manual,Coupe,Fair,3450.65
2007,206220.0,2500,218,2,4,7,1,0,1,BMW,Petrol,Manual,Van,Fair,4565.63
2007,195999.0,1000,89,2,5,6,1,0,1,Audi,Petrol,Automatic,Coupe,Good,4563.59
2020,85447.0,1800,127,1,4,7,1,1,1,Nissan,Petrol,Manual,Coupe,Like New,6716.31
2013,153455.0,1600,136,1,4,5,0,2,1,Mercedes,Petrol,Manual,Truck,Poor,500.0
2018,99086.0,1800,140,2,4,5,1,0,1,Ford,Diesel,Automatic,Van,Poor,2651.74
2020,58746.0,1600,118,4,4,5,0,0,0,Hyundai,Diesel,Automatic,Hatchback,Fair,4590.2
2013,141540.0,2000,174,1,5,5,0,0,0,Audi,Diesel,Automatic,Coupe,Good,6446.97
2009,199360.0,1000,108,1,4,7,0,0,1,Volkswagen,Electric,Automatic,Van,Good,3922.53
2017,68480.0,1600,155,2,4,4,1,0,1,Ford,Petrol,Automatic,SUV,Fair,5345.62
2019,55280.0,2500,217,1,4,5,0,0,0,BMW,Diesel,Automatic,Hatchback,Good,15580.95
2008,192033.0,1500,124,1,5,5,1,0,1,BMW,Diesel,Manual,Truck,Good,3677.16
2018,77182.0,1200,96,1,4,6,1,0,1,Toyota,Diesel,Automatic,Coupe,Good,8000.51
2011,154805.0,1600,119,2,5,5,1,0,1,Mercedes,Diesel,Manual,Hatchback,New,8976.9
2008,208992.0,3500,287,2,2,7,1,0,1,Ford,Electric,Manual,Coupe,Fair,2792.78
2021,49222.0,1200,113,4,3,4,0,0,1,Kia,Diesel,Manual,Coupe,Fair,5498.28
2013,164893.0,1200,127,2,4,7,1,1,1,Kia,Electric,Automatic,Truck,Good,4100.19
2008,241106.0,1800,137,2,3,4,0,3,0,Mercedes,Petrol,Automatic,SUV,Like New,3174.39
2007,197057.0,1500,95,1,2,5,0,0,1,Mercedes,Hybrid,Manual,Truck,Like New,4733.38
2023,26210.0,1600,125,3,3,5,1,0,0,Toyota,Petrol,Manual,Truck,Good,10894.84
2013,146183.0,2500,221,2,5,5,0,1,1,BMW,Petrol,Automatic,SUV,Poor,509.22
2012,155787.0,1500,156,1,4,5,1,0,0,Toyota,Petrol,Automatic,Hatchback,Good,950.79
2011,151728.0,2000,186,2,4,5,1,0,1,Toyota,Petrol,Automatic,Truck,Good,3480.07
2011,154242.0,1800,169,1,4,6,1,3,1,Volkswagen,Diesel,Automatic,Coupe,Good,3844.11
2008,207606.0,3000,237,2,3,7,0,2,1,Audi,Petrol,Manual,Truck,Fair,2260.48
2023,9820.0,3500,279,2,4,5,1,0,1,Honda,Petrol,Manual,SUV,Fair,9112.29
2016,110389.0,1600,113,2,4,5,1,1,1,Audi,Petrol,Manual,Hatchback,Fair,3514.04
2010,176311.0,1800,140,4,2,4,1,0,0,Toyota,Electric,Automatic,SUV,Like New,5865.71
2016,110125.0,2000,180,4,5,5,1,0,1,Audi,Petrol,Manual,Coupe,Like New,12907.07
2008,189700.0,1500,149,3,5,6,0,1,1,Toyota,Hybrid,Manual,Hatchback,New,3231.6
2006,230362.0,1500,130,4,5,5,1,1,1,Nissan,Diesel,Automatic,Truck,Poor,500.0
2019,58786.0,3500,287,1,5,5,1,0,1,Nissan,Hybrid,Automatic,Hatchback,Good,14093.28
2010,182410.0,1600,117,1,4,4,1,1,1,Volkswagen,Petrol,Automatic,Truck,Like New,6882.85
2022,56091.0,1000,81,1,4,5,1,0,1,Toyota,Diesel,Manual,Truck,Like New,11897.42
2009,195915.0,2500,211,1,4,5,0,1,1,Volkswagen,Diesel,Manual,Sedan,Like New,4688.52
2008,208828.0,1800,128,1,5,5,1,1,0,Toyota,Diesel,Automatic,Truck,Good,2017.55
2015,132258.0,1500,138,4,4,2,1,2,1,Volkswagen,Diesel,Automatic,Truck,Fair,2827.55
2015,98947.0,1000,76,2,4,5,1,3,1,Honda,Diesel,Automatic,Truck,Poor,1293.71
2013,169784.0,1500,137,2,4,7,0,0,1,Mercedes,Petrol,Automatic,Sedan,Good,7055.62
2007,200166.0,3000,249,1,4,5,0,0,1,Kia,Electric,Manual,Hatchback,Good,7808.09
2015,133195.0,3000,254,2,4,5,0,0,0,Volkswagen,Petrol,Manual,Sedan,Like New,10252.95
2006,239204.0,1500,114,3,4,5,1,1,1,Hyundai,Petrol,Automatic,Van,Like New,3834.41
2013,130468.0,2500,203,1,4,5,1,1,1,Volkswagen,Diesel,Automatic,SUV,Good,6942.99
2014,147133.0,1600,142,4,4,5,0,0,1,Ford,Electric,Automatic,Truck,Poor,2484.03
2015,127467.0,2000,164,1,3,5,1,0,0,Kia,Petrol,Automatic,Sedan,Good,4659.39
2007,244350.0,1500,108,4,4,5,1,0,0,Kia,Diesel,Automatic,Van,Like New,2544.94
2021,50901.0,1800,151,1,5,5,1,0,1,Honda,Petrol,Automatic,Sedan,Poor,3961.49
2015,118372.0,1500,130,2,4,5,1,0,1,Nissan,Hybrid,Automatic,Van,Poor,3970.28
2021,40279.0,1200,120,5,4,5,1,2,0,Ford,Petrol,Manual,Hatchback,Fair,4331.63
2023,0.0,1200,117,2,5,5,1,2,1,Volkswagen,Petrol,Automatic,Hatchback,Fair,4172.92
2008,199227.0,1500,124,2,2,5,1,0,0,Audi,Petrol,Manual,Van,Fair,1871.1
2006,223862.0,3500,283,2,2,5,1,1,1,Honda,Petrol,Manual,Hatchback,Like New,5555.56
2018,87931.0,3500,288,1,4,6,0,1,1,Audi,Hybrid,Automatic,Coupe,Good,17234.7
2019,50653.0,2500,200,1,4,5,1,0,1,Ford,Petrol,Automatic,Hatchback,Fair,4332.65
2007,212415.0,1500,132,1,4,7,0,0,1,Toyota,Petrol,Automatic,Van,Fair,500.0
2017,104644.0,1600,148,1,3,5,1,1,0,Toyota,Petrol,Automatic,Truck,Like New,7430.45
2017,106133.0,1600,151,4,2,5,1,0,0,Kia,Electric,Manual,Sedan,Good,5669.61
2022,8103.0,1600,127,4,4,7,1,0,1,Volkswagen,Petrol,Manual,SUV,New,16289.05
2011,178596.0,1000,75,1,4,5,1,0,1,Toyota,Diesel,Automatic,SUV,Fair,3419.43
2020,56301.0,1800,143,3,5,5,0,1,1,Kia,Electric,Manual,SUV,Good,8231.51
2020,57225.0,1200,71,1,4,5,1,0,1,Kia,Petrol,Automatic,Truck,Like New,7392.56
2010,144532.0,2500,190,1,4,5,1,1,1,Kia,Petrol,Manual,Sedan,Fair,1743.91
2010,202404.0,2000,166,3,4,7,1,1,1,Hyundai,Petrol,Manual,Coupe,Like New,4357.76
2008,206652.0,1600,139,1,5,5,1,3,1,BMW,Diesel,Manual,Van,Good,1757.02
2007,193028.0,1800,157,1,4,5,1,2,1,BMW,Diesel,Manual,Coupe,New,10854.28
2005,245628.0,1500,113,3,4,8,0,0,1,Nissan,Electric,Manual,Hatchback,Good,1020.23
2007,221167.0,1500,117,5,4,2,0,3,1,Hyundai,Diesel,Manual,Coupe,Poor,500.0
2023,42338.0,1500,120,2,4,5,1,0,1,Volkswagen,Electric,Manual,Sedan,Good,13848.02
2013,139355.0,2000,160,1,4,7,1,0,1,Volkswagen,Diesel,Automatic,Hatchback,Poor,602.67
2018,84180.0,1500,135,1,4,5,1,2,0,Ford,Diesel,Automatic,Truck,Good,5668.04
2023,14358.0,1800,130,2,2,5,1,0,1,Nissan,Diesel,Automatic,Van,Fair,9948.94
2023,32969.0,1500,107,3,4,5,1,2,1,Hyundai,Petrol,Automatic,Van,Poor,962.78
2017,84248.0,1500,120,4,4,5,0,3,0,BMW,Electric,Automatic,Van,New,16922.69
2020,46605.0,1500,104,4,5,4,1,2,1,Audi,Electric,Manual,SUV,Poor,4416.03
2012,154983.0,1800,121,4,4,5,1,1,1,Kia,Electric,Automatic,SUV,Fair,1203.47
2020,41612.0,1800,127,2,4,5,0,0,1,Volkswagen,Petrol,Automatic,Hatchback,Good,9050.79
2013,168032.0,2000,163,2,4,5,1,0,0,Toyota,Diesel,Manual,Hatchback,Good,3219.39
2013,172909.0,1500,134,2,2,5,0,1,1,BMW,Petrol,Manual,Hatchback,Good,6843.8
2007,209196.0,1000,93,2,4,5,0,0,1,Hyundai,Petrol,Automatic,Sedan,Good,535.05
2011,147201.0,2000,190,1,2,5,1,2,0,Hyundai,Petrol,Automatic,Hatchback,Fair,2070.29
2022,41049.0,1200,101,2,4,5,1,0,0,Honda,Diesel,Manual,Sedan,Fair,6738.7
2006,220768.0,1500,128,1,4,5,0,0,1,Kia,Petrol,Manual,Hatchback,Good,1525.42
2005,257620.0,1500,121,4,4,5,0,0,1,Ford,Petrol,Manual,Van,Good,2388.6
2016,96193.0,2000,163,1,4,5,0,0,1,Hyundai,Petrol,Automatic,Sedan,New,9990.21
2020,68168.0,1800,181,3,2,5,0,0,1,Ford,Diesel,Manual,Sedan,Like New,9250.19
2016,109710.0,1500,128,1,4,5,1,0,1,Hyundai,Petrol,Automatic,Coupe,Like New,6080.78
2014,121856.0,1800,155,3,5,5,0,0,1,Nissan,Petrol,Automatic,Coupe,Fair,1081.3
2013,147601.0,2000,149,1,4,7,0,0,1,Nissan,Petrol,Automatic,Hatchback,Fair,3798.75
2022,49178.0,1600,139,3,4,5,1,0,1,Volkswagen,Petrol,Manual,Hatchback,New,14709.39
2008,205303.0,1500,134,1,4,8,0,1,0,Mercedes,Diesel,Automatic,Sedan,Poor,1806.63
2012,157459.0,2000,183,2,4,8,1,0,1,Toyota,Diesel,Automatic,Sedan,Good,7616.94
2008,190908.0,1800,159,1,4,5,1,1,1,Ford,Petrol,Manual,Coupe,Good,1197.21
2020,77163.0,1200,98,2,3,5,0,0,1,Toyota,Petrol,Manual,Truck,Like New,7621.39
2012,171668.0,2000,164,3,4,6,1,2,1,Volkswagen,Petrol,Manual,SUV,Good,2259.67
2011,161842.0,1600,132,3,4,7,1,0,1,Kia,Electric,Automatic,SUV,Good,5968.88
2017,94136.0,2000,168,1,5,5,1,0,1,Nissan,Petrol,Automatic,Truck,Good,6324.07
2012,177213.0,1500,144,2,2,4,1,0,1,BMW,Petrol,Automatic,Truck,Fair,5878.34
2011,150996.0,1500,141,4,2,2,1,1,0,BMW,Electric,Manual,SUV,Good,10744.35
2009,201064.0,1800,161,2,5,5,1,2,1,Toyota,Petrol,Automatic,Coupe,Good,500.0
2022,27621.0,1600,163,1,4,5,0,1,1,BMW,Diesel,Automatic,SUV,Fair,8654.95
2023,50671.0,1600,93,1,5,5,0,1,1,Toyota,Petrol,Automatic,Truck,Fair,6397.96
2014,132952.0,2000,159,2,4,5,1,0,1,Mercedes,Electric,Manual,SUV,Like New,14012.69
2015,138906.0,1800,149,1,4,5,1,0,0,Mercedes,Petrol,Manual,SUV,Good,6843.62
2012,144580.0,2000,156,2,4,5,0,2,1,Honda,Petrol,Manual,Truck,Fair,500.0
2010,161272.0,1500,111,2,3,5,1,0,1,Nissan,Diesel,Manual,Coupe,Good,2155.8
2015,116486.0,2000,140,1,4,4,1,0,0,Honda,Petrol,Automatic,SUV,Fair,1472.02
2020,63940.0,1600,128,2,2,5,0,1,0,Audi,Diesel,Manual,Hatchback,Good,10026.45
2008,196339.0,1000,96,3,4,5,1,0,0,Honda,Petrol,Automatic,Hatchback,Poor,2389.97
2006,239375.0,1500,136,1,4,5,1,2,0,Mercedes,Petrol,Manual,SUV,Good,1731.23
2017,92851.0,1000,72,1,4,5,0,1,1,Audi,Diesel,Manual,Truck,Good,7737.99
2011,136778.0,1600,136,3,2,6,1,0,1,Volkswagen,Diesel,Automatic,Hatchback,Fair,2492.49
2021,56292.0,1500,145,1,5,5,0,0,1,Honda,Electric,Manual,SUV,Good,11324.78
2017,82762.0,4000,310,3,3,5,0,1,0,Honda,Petrol,Automatic,Truck,Good,6419.15
2014,126576.0,2500,205,4,4,2,1,0,1,Mercedes,Diesel,Automatic,Hatchback,Like New,13193.4
2017,119297.0,2500,212,5,4,7,1,0,1,BMW,Diesel,Manual,Coupe,Poor,5767.53
2014,158592.0,1800,150,2,4,5,1,0,1,Ford,Diesel,Automatic,Truck,Fair,5446.71
2011,159368.0,2500,221,2,4,5,1,0,0,BMW,Diesel,Manual,Hatchback,New,12297.78
2014,140667.0,1500,102,4,4,6,1,0,1,Honda,Diesel,Automatic,Sedan,Like New,5905.08
2020,51716.0,1800,134,1,4,5,0,1,1,Honda,Petrol,Automatic,Van,Like New,9714.17
2007,211697.0,1600,143,1,5,4,0,2,1,BMW,Petrol,Manual,Sedan,Like New,4584.87
2008,194913.0,1500,99,1,4,6,0,1,1,Ford,Petrol,Manual,Truck,Good,3487.08
2008,178135.0,1200,112,4,4,5,1,0,0,Kia,Electric,Manual,Hatchback,Good,2262.92
2008,205426.0,1800,156,2,4,6,0,2,1,Audi,Petrol,Automatic,Coupe,Like New,2698.9
2020,64322.0,1200,111,2,4,6,1,2,0,Toyota,Electric,Manual,Truck,Like New,12056.4
2013,133935.0,2000,159,2,4,4,1,1,1,Kia,Petrol,Automatic,Truck,Good,3808.11
2010,196317.0,3000,257,2,2,5,0,0,1,Ford,Diesel,Manual,Coupe,New,6159.36
2014,125459.0,1500,107,1,4,5,1,0,1,BMW,Petrol,Automatic,Van,Like New,12204.52
2008,194442.0,1600,127,2,4,5,0,0,0,Honda,Petrol,Automatic,SUV,Like New,2210.0
2016,115898.0,2000,167,2,2,4,1,3,1,Mercedes,Hybrid,Automatic,SUV,Like New,11563.9
2014,108860.0,1500,111,2,3,5,0,0,1,Volkswagen,Diesel,Manual,Coupe,Good,5788.14
2016,121600.0,3000,253,3,4,6,1,1,0,Honda,Petrol,Manual,Coupe,Fair,3552.68
2023,17967.0,2500,191,2,4,8,1,1,1,Volkswagen,Electric,Automatic,Hatchback,Good,14928.45
2023,38839.0,1200,104,4,4,5,0,1,1,Audi,Diesel,Automatic,Coupe,Like New,19004.79
2005,259322.0,1000,109,2,4,5,1,0,1,Mercedes,Diesel,Automatic,Van,Good,1137.98
2008,213602.0,3500,272,2,4,5,1,0,0,Audi,Diesel,Manual,Sedan,Good,5507.14
2017,83820.0,3500,291,3,4,2,1,1,1,Volkswagen,Petrol,Automatic,Sedan,Fair,7923.32
2012,137238.0,1600,109,3,4,5,1,1,1,Honda,Petrol,Manual,SUV,Good,5582.68
2018,62489.0,1200,87,2,5,7,1,0,1,Mercedes,Petrol,Manual,Sedan,New,15365.96
2020,76544.0,1800,160,1,4,5,0,0,1,Audi,Petrol,Automatic,Sedan,Poor,4113.3
2006,225978.0,1500,118,1,2,5,0,0,0,Audi,Diesel,Automatic,Van,Like New,5668.19
2012,147012.0,3000,261,1,4,5,1,0,1,Volkswagen,Petrol,Manual,Hatchback,Good,6535.43
2017,94019.0,2000,172,1,4,5,1,0,0,Honda,Petrol,Manual,SUV,Good,5774.8
2005,256209.0,1800,149,2,4,5,1,0,1,Hyundai,Diesel,Automatic,Hatchback,Good,2872.63
2016,119681.0,1500,109,3,4,7,1,2,1,Toyota,Petrol,Manual,Truck,Like New,5362.12
2021,54578.0,2000,176,2,4,5,0,3,1,Kia,Petrol,Manual,Van,Good,6434.2
2011,177568.0,1500,129,1,4,5,1,0,1,Hyundai,Petrol,Automatic,Sedan,Good,1438.98
2020,62703.0,1000,60,1,5,5,1,1,1,Volkswagen,Diesel,Automatic,Sedan,Good,5319.01
2018,88532.0,1800,135,2,4,5,0,1,1,Kia,Diesel,Manual,Hatchback,Good,3726.84
2014,135315.0,1600,91,3,4,5,0,1,1,Honda,Electric,Manual,Truck,Like New,6746.77
2007,215999.0,2000,146,4,5,5,1,0,0,Honda,Hybrid,Manual,Van,Good,4588.18
2016,119301.0,2500,203,5,4,4,1,0,1,Honda,Petrol,Manual,Sedan,Good,7381.63
2012,161419.0,1600,117,4,4,4,1,0,1,Hyundai,Diesel,Manual,Coupe,Like New,7243.78
2020,46789.0,1600,120,2,5,8,0,2,0,Nissan,Petrol,Automatic,Hatchback,Good,5290.85
2005,247933.0,1600,154,3,4,5,1,1,1,Volkswagen,Diesel,Automatic,SUV,Good,1408.03
2021,51709.0,1500,140,1,4,6,1,0,1,Toyota,Petrol,Manual,Truck,Good,7890.26
2010,189171.0,2000,156,1,5,7,1,0,1,Honda,Petrol,Automatic,Van,Fair,1447.87
2005,238437.0,1800,161,1,2,5,1,0,1,Mercedes,Petrol,Manual,Sedan,Fair,3195.43
2019,84176.0,3000,268,1,4,7,1,0,0,Audi,Diesel,Automatic,Sedan,New,23363.93
2017,95079.0,2000,175,1,4,5,1,0,0,Volkswagen,Petrol,Automatic,SUV,Good,7499.3
2010,190858.0,1500,129,4,4,5,0,1,0,Toyota,Petrol,Automatic,Sedan,New,4702.5
2017,89153.0,1500,141,2,2,6,0,0,1,Volkswagen,Petrol,Automatic,Coupe,New,10824.29
2008,198191.0,1600,144,3,4,4,1,0,0,Kia,Hybrid,Automatic,Van,Like New,6289.69
2005,249031.0,1500,106,4,4,5,1,2,1,Audi,Diesel,Automatic,Coupe,Poor,3349.64
2014,127023.0,1600,130,5,2,5,1,1,1,BMW,Petrol,Automatic,Truck,Poor,2284.28
2008,237087.0,1500,116,4,5,7,1,0,1,Nissan,Petrol,Automatic,Coupe,Fair,3774.22
2017,104497.0,3500,308,3,4,4,1,2,1,Hyundai,Petrol,Automatic,Truck,Good,5322.35
2008,204374.0,1200,91,2,4,8,0,2,1,BMW,Petrol,Automatic,Truck,Like New,6541.31
2020,72299.0,2000,155,2,4,4,1,0,0,BMW,Petrol,Manual,Hatchback,Like New,16926.77
2013,136790.0,1000,98,3,4,5,1,0,1,Audi,Petrol,Manual,Sedan,New,10282.7
2008,217845.0,1600,137,4,4,5,1,0,0,Toyota,Hybrid,Automatic,Sedan,Good,2522.61
2012,169429.0,1500,156,5,5,7,1,2,1,Nissan,Petrol,Manual,Coupe,Good,3994.04
2008,222803.0,1600,120,3,4,5,0,1,0,Kia,Petrol,Manual,Sedan,Good,1864.48
2013,137388.0,1600,125,2,4,5,1,0,1,Volkswagen,Petrol,Manual,Truck,Fair,5008.36
2015,101659.0,1800,166,5,4,7,0,0,1,Hyundai,Diesel,Automatic,Truck,Good,4828.31
2009,182848.0,1800,130,5,4,8,0,1,0,Toyota,Petrol,Automatic,Van,Good,2045.56
2013,139776.0,1800,169,2,4,4,0,0,0,Hyundai,Petrol,Automatic,Van,Poor,764.16
2012,181008.0,2500,190,2,4,5,1,1,0,BMW,Petrol,Manual,SUV,Good,8033.23
2008,236925.0,2500,217,3,2,5,0,0,1,Volkswagen,Petrol,Manual,Sedan,Fair,500.0
2005,245170.0,2000,139,2,4,5,0,0,1,Kia,Hybrid,Manual,Sedan,Like New,4967.35
2017,96141.0,1200,100,3,4,6,1,0,0,Volkswagen,Petrol,Automatic,Van,Fair,5792.68
2009,186751.0,3500,271,1,4,6,1,3,0,Toyota,Petrol,Manual,Coupe,Good,5566.65
2014,144370.0,3000,278,2,4,5,1,2,1,Nissan,Diesel,Manual,Coupe,New,10528.76
2020,92829.0,2000,150,2,4,5,0,2,1,Audi,Petrol,Automatic,Hatchback,Like New,12569.56
2012,182788.0,1800,137,2,4,5,1,2,1,Nissan,Hybrid,Manual,Coupe,Like New,5642.05
2016,125070.0,1500,133,1,4,6,0,0,1,Nissan,Hybrid,Automatic,Truck,Good,8536.05
2007,232850.0,2000,157,1,4,7,1,2,1,Ford,Diesel,Manual,Truck,Good,2567.67
2008,216485.0,2500,218,4,4,5,1,0,0,Honda,Hybrid,Automatic,Sedan,Good,3871.22
2021,47291.0,2000,156,1,4,5,0,1,1,Audi,Petrol,Automatic,Van,Good,15604.29
2017,84952.0,1800,138,1,4,4,1,0,0,Toyota,Petrol,Manual,SUV,Fair,2393.37
2010,179688.0,1500,124,3,4,6,1,0,1,Hyundai,Electric,Manual,Van,New,5348.52
2007,222335.0,1600,115,2,4,5,0,0,1,Mercedes,Diesel,Manual,Sedan,Fair,5434.47
2018,62195.0,2000,172,3,4,5,1,0,1,BMW,Diesel,Automatic,SUV,Poor,3078.31
2011,165706.0,1000,96,2,2,5,0,1,0,Nissan,Petrol,Automatic,Coupe,Like New,4870.34
2007,203611.0,1800,158,3,3,2,0,0,1,Toyota,Diesel,Automatic,Hatchback,Good,500.0
2010,195208.0,2000,176,2,2,8,1,1,1,Honda,Petrol,Automatic,Hatchback,Good,4416.61
2017,87754.0,1500,96,4,2,6,1,0,1,BMW,Petrol,Manual,Hatchback,Poor,4881.6
2018,88923.0,1200,93,1,4,5,1,1,1,Hyundai,Diesel,Automatic,Coupe,Fair,1732.88
2019,61500.0,2500,204,1,5,5,1,1,1,Hyundai,Petrol,Automatic,SUV,Fair,5204.22
2020,83965.0,1200,121,5,2,7,0,0,1,Mercedes,Diesel,Manual,Sedan,Poor,1983.54
2005,214489.0,1600,124,3,3,5,1,0,1,Volkswagen,Petrol,Manual,Van,Poor,500.0
2019,79138.0,2000,132,3,5,6,1,2,1,Ford,Diesel,Automatic,Van,Fair,4095.3
2011,148841.0,2500,193,1,4,2,0,1,0,Audi,Hybrid,Automatic,Hatchback,Like New,12063.84
2013,136360.0,2500,198,2,4,7,0,0,1,Nissan,Diesel,Manual,Sedan,Fair,5369.63
